"Soccer";"English";"Soccer";"Barclays";"Premier";"League";"Fixtures";1;"January";;;"Sunderland";"v";"Man";"City";;;;;;;;;;;
"Match";"Odds";;;;;;;;;;;;;;;;;;;;;;;;
1325430000000;;;;;;;;;;;;;;;;;;;;;;;;;
"Timestamp";"Inplay";"delay";"Market";"ID";"Market";"status";"Selection";"ID";"Selection";"name";"BP1";"BV1";"BP2";"BV2";"BP3";"BV3";"LP1";"LV1";"LP2";"LV2";"LP3";"LV3";"Total";"matched";"LPM"
1325415726144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415727144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415727144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1939.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645861;1.61;;;;;
1325415727144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415728144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415728144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1939.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645861;1.61;;;;;
1325415728144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415729144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415729144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1939.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645861;1.61;;;;;
1325415729144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415730144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415730144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1939.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645861;1.61;;;;;
1325415730144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415731144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415731144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1939.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645861;1.61;;;;;
1325415731144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415732144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415732144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1939.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645861;1.61;;;;;
1325415732144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415733144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415733144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1939.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645861;1.61;;;;;
1325415733144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415734144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415734144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1939.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645861;1.61;;;;;
1325415734144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415735144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415735144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1932.9;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645873.75;1.6;;;;;
1325415735144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415736144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415736144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1991.24;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645873.75;1.6;;;;;
1325415736144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415737144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415737144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1991.24;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645873.75;1.6;;;;;
1325415737144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415738144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415738144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1991.24;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645873.75;1.6;;;;;
1325415738144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415739144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415739144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1991.24;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645873.75;1.6;;;;;
1325415739144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415740144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415740144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1991.24;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645873.75;1.6;;;;;
1325415740144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415741144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415741144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1991.24;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645873.75;1.6;;;;;
1325415741144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415742144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415742144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1991.24;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645873.75;1.6;;;;;
1325415742144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415743144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415743144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1991.24;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645873.75;1.6;;;;;
1325415743144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415744144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415744144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1991.24;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645873.75;1.6;;;;;
1325415744144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415745144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415745144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1991.24;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645873.75;1.6;;;;;
1325415745144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415746144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415746144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1991.24;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645873.75;1.6;;;;;
1325415746144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415747144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415747144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1991.24;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645873.75;1.6;;;;;
1325415747144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415748144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415748144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1991.24;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645873.75;1.6;;;;;
1325415748144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415749144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415749144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1991.24;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645873.75;1.6;;;;;
1325415749144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415750144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415750144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1991.24;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645873.75;1.6;;;;;
1325415750144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415751144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415751144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1991.24;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645873.75;1.6;;;;;
1325415751144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415752144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415752144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1978.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645899.7;1.6;;;;;
1325415752144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415753144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415753144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1978.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645899.7;1.6;;;;;
1325415753144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415754144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415754144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1978.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645899.7;1.6;;;;;
1325415754144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415755144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415755144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1978.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645899.7;1.6;;;;;
1325415755144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415756144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415756144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1978.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645899.7;1.6;;;;;
1325415756144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415757144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415757144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1978.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645899.7;1.6;;;;;
1325415757144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415758144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415758144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1978.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645899.7;1.6;;;;;
1325415758144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415759144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415759144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1978.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645899.7;1.6;;;;;
1325415759144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415760144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415760144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1978.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645899.7;1.6;;;;;
1325415760144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415761144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415761144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1978.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645899.7;1.6;;;;;
1325415761144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415762144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415762144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1978.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645899.7;1.6;;;;;
1325415762144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4795.93;4.4;4528.86;4.5;3025.55;42448.93;4.3;;;;;
1325415763144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415763144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1978.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645899.7;1.6;;;;;
1325415763144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415764144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415764144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1978.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645899.7;1.6;;;;;
1325415764144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415765144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415765144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1978.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645899.7;1.6;;;;;
1325415765144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415766144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415766144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1978.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645899.7;1.6;;;;;
1325415766144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415767144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415767144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1978.28;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;645899.7;1.6;;;;;
1325415767144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415768144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415768144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1912.4;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;646031.44;1.6;;;;;
1325415768144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415769144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415769144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1912.4;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;646031.44;1.6;;;;;
1325415769144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415770144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415770144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1912.4;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;646031.44;1.6;;;;;
1325415770144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415771144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415771144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1912.4;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;646031.44;1.6;;;;;
1325415771144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415772144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415772144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1912.4;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;646031.44;1.6;;;;;
1325415772144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415773144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415773144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1912.4;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;646031.44;1.6;;;;;
1325415773144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415774144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
